Ref,Val,Package,PosX,PosY,Rot,Side
"C54","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",84.200000,-56.775000,180.000000,bottom
"C55","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",84.200000,-67.950000,180.000000,bottom
"C56","4.7uF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.837500,-62.775000,0.000000,bottom
"C57","4.7uF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.800000,-110.800000,0.000000,bottom
"C58","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",84.100000,-84.700000,180.000000,bottom
"C59","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",83.800000,-116.350000,180.000000,bottom
"C60","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",83.850000,-104.750000,180.000000,bottom
"C61","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",84.300000,-143.150000,180.000000,bottom
"C62","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",84.150000,-131.700000,180.000000,bottom
"C63","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",83.700000,-96.350000,180.000000,bottom
"C64","100pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",95.700000,-78.950000,0.000000,bottom
"C65","100pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",95.900000,-126.850000,180.000000,bottom
"C66","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",86.400000,-75.250000,180.000000,bottom
"C67","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",95.700000,-80.950000,180.000000,bottom
"C68","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",88.750000,-123.200000,0.000000,bottom
"C69","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",95.700000,-128.850000,180.000000,bottom
"C70","2.2nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",95.600000,-88.962500,-90.000000,bottom
"C71","2.2nF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",95.000000,-135.050000,-90.000000,bottom
"C72","4.7uF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.850000,-90.800000,0.000000,bottom
"C73","4.7uF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.950000,-137.800000,0.000000,bottom
"C74","100pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",84.300000,-80.200000,0.000000,bottom
"C75","100pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",84.300000,-128.150000,0.000000,bottom
"C76","10pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",56.000000,-97.350000,180.000000,bottom
"C77","100nF","C_0603_1608Metric",125.450000,-74.050000,180.000000,bottom
"C78","10pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",56.000000,-75.300000,180.000000,bottom
"C79","10pF","C_0603_1608Metric_Pad1.08x0.95mm_HandSolder",54.300000,-141.450000,180.000000,bottom
"C80","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",99.500000,-74.300000,90.000000,bottom
"C81","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",104.500000,-83.700000,90.000000,bottom
"C82","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",96.350000,-123.200000,180.000000,bottom
"C83","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",104.450000,-129.750000,90.000000,bottom
"C84","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",100.750000,-97.350000,90.000000,bottom
"C85","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",104.900000,-107.150000,90.000000,bottom
"C86","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",98.800000,-141.750000,90.000000,bottom
"C87","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",111.350000,-146.450000,-90.000000,bottom
"C88","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",116.050000,-115.400000,-90.000000,bottom
"C89","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",116.150000,-138.800000,-90.000000,bottom
"C90","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",122.550000,-143.300000,180.000000,bottom
"C91","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",123.300000,-108.300000,-90.000000,bottom
"C92","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",123.300000,-130.750000,-90.000000,bottom
"C93","22nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",127.750000,-147.100000,180.000000,bottom
"C94","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",76.950000,-65.100000,0.000000,bottom
"C95","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",76.850000,-70.750000,0.000000,bottom
"C96","100nF","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",76.850000,-87.300000,0.000000,bottom
